nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y
0,0.0055687055,1.0945893E-4,5.2092073E-6,0.0055687055,1.0945893E-4,5.2092073E-6,0.27641454,-0.0032459516,0.022065153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0.010852422,1.3126824E-5,4.455984E-4,0.010852422,1.3126824E-5,4.455984E-4,0.26975477,-0.004707151,0.02202469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0.01591642,-4.8049755E-5,8.843164E-4,0.01591642,-4.8049755E-5,8.843164E-4,0.2682671,-0.003974663,0.020685121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,0.020916907,-1.3409287E-4,0.0012468388,0.020916907,-1.3409287E-4,0.0012468388,0.26594096,-0.0043502096,0.019010454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0.0258125,-3.1379255E-4,0.0016550502,0.0258125,-3.1379255E-4,0.0016550502,0.26640457,-0.0065461476,0.019961243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,0.030679725,-3.7234163E-4,0.0020454847,0.030679725,-3.7234163E-4,0.0020454847,0.26917404,-0.0032412484,0.021176796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,0.035440296,-4.613195E-4,0.0024296723,0.035440296,-4.613195E-4,0.0024296723,0.2687085,-0.004821239,0.021254886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,0.039904725,-3.8780857E-4,0.0027506612,0.039904725,-3.8780857E-4,0.0027506612,0.26289535,-0.004712241,0.016784444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,0.04447919,-4.9385603E-4,0.0031242843,0.04447919,-4.9385603E-4,0.0031242843,0.26862842,-0.0056901863,0.021431847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,0.048989173,-5.763403E-4,0.003501621,0.048989173,-5.763403E-4,0.003501621,0.26718956,-0.005557747,0.020293487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0.053407658,-6.5170566E-4,0.0038725133,0.053407658,-6.5170566E-4,0.0038725133,0.26991338,-0.0043446138,0.02204625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0.05768112,-8.331698E-4,0.0042447653,0.05768112,-8.331698E-4,0.0042447653,0.26700145,-0.0034855555,0.019584652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,0.06179663,-9.2553056E-4,0.0045080953,0.06179663,-9.2553056E-4,0.0045080953,0.263457,-0.005451215,0.017411252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,0.06603763,-0.0011133046,0.004920852,0.06603763,-0.0011133046,0.004920852,0.27026042,-0.004090818,0.022241963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,0.07002026,-0.001202469,0.0051974673,0.07002026,-0.001202469,0.0051974673,0.26516908,-0.005571529,0.01875163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0.073995925,-0.0012751987,0.0055201775,0.073995925,-0.0012751987,0.0055201775,0.26880413,-0.0048389547,0.021332998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0.077884525,-0.0014759226,0.005888566,0.077884525,-0.0014759226,0.005888566,0.2683367,-0.0050721834,0.02103907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
