fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y
0.076110035,0.17981932,0.17141409,0.076110035,0.17981932,0.17141409,0.20584229,-0.36853793,0.0024384453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08595722,0.16684741,0.15205655,0.08595722,0.16684741,0.15205655,0.19930056,-0.39665556,0.0013104976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08782492,0.15550786,0.14868122,0.08782492,0.15550786,0.14868122,0.17934205,-0.40012997,-0.016709197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08992152,0.14525878,0.14565034,0.08992152,0.14525878,0.14565034,0.19265518,-0.3569466,-0.0028628372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08677635,0.16414936,0.15633371,0.08677635,0.16414936,0.15633371,0.17905164,-0.3288203,-0.014577702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0889944,0.15419348,0.1533077,0.0889944,0.15419348,0.1533077,0.19767882,-0.33364522,0.005032568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.09138743,0.14520654,0.1483288,0.09138743,0.14520654,0.1483288,0.18084326,-0.36964312,-3.7537536E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0924207,0.13441525,0.14467818,0.0924207,0.13441525,0.14467818,0.14305116,-0.3943583,-0.03420222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.09299354,0.12110614,0.132157,0.09299354,0.12110614,0.132157,0.12974595,-0.41601425,-0.044771317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.09283639,0.109746724,0.12777804,0.09283639,0.109746724,0.12777804,0.08513556,-0.44686505,-0.08679138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.09639555,0.082071535,0.10638717,0.09639555,0.082071535,0.10638717,0.060028736,-0.4659386,-0.111313686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.09519961,0.070411734,0.10157304,0.09519961,0.070411734,0.10157304,0.03659866,-0.50091904,-0.13431911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.093267605,0.058566496,0.09597113,0.093267605,0.058566496,0.09597113,-0.0014006972,-0.52185076,-0.17852281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.11162629,0.018878564,0.06167091,0.11162629,0.018878564,0.06167091,0.011268066,-0.48824364,-0.17042874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.11011367,0.008917657,0.057405766,0.11011367,0.008917657,0.057405766,0.03599571,-0.47916725,-0.15158641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.14598697,-0.05509382,0.016085738,0.14598697,-0.05509382,0.016085738,0.071096346,-0.45299068,-0.12325086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
