fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y
0.006013564,-3.1280608E-4,-1.343262E-4,0.006013564,-3.1280608E-4,-1.343262E-4,0.26877165,-0.0034938077,0.017546628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.011300542,-3.5418986E-4,2.3759111E-4,0.011300542,-3.5418986E-4,2.3759111E-4,0.27036276,-0.0023819965,0.018461557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.016543403,-4.280532E-4,5.677187E-4,0.016543403,-4.280532E-4,5.677187E-4,0.27010438,-0.002625026,0.018330466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.021611506,-4.5492133E-4,9.158683E-4,0.021611506,-4.5492133E-4,9.158683E-4,0.26994878,-0.0017714617,0.017975213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.026547901,-3.9166407E-4,0.0012644555,0.026547901,-3.9166407E-4,0.0012644555,0.2721031,-0.0028715802,0.019934418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.031370167,-3.8749873E-4,0.0015549259,0.031370167,-3.8749873E-4,0.0015549259,0.26766148,-1.8339609E-4,0.015788002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.036122397,-3.231616E-4,0.0018448072,0.036122397,-3.231616E-4,0.0018448072,0.2691544,-0.0027532056,0.017636769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.040817007,-3.4955132E-4,0.0021805705,0.040817007,-3.4955132E-4,0.0021805705,0.27085316,-0.0016426486,0.01863299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.045451842,-3.7556907E-4,0.0025358421,0.045451842,-3.7556907E-4,0.0025358421,0.27255884,-0.0016504405,0.019944165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.04983889,-3.690952E-4,0.002808732,0.04983889,-3.690952E-4,0.002808732,0.26497343,-0.0021313266,0.014265169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
