nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y
130,0.2109923,-0.62357855,-0.18881239,0.2109923,-0.62357855,-0.18881239,0.17305647,-0.6184851,-0.19234848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0.21007456,-0.6234541,-0.18906023,0.21007456,-0.6234541,-0.18906023,0.16510513,-0.6173532,-0.20120405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.20928745,-0.6289145,-0.1886451,0.20928745,-0.6289145,-0.1886451,0.16824146,-0.63990647,-0.19606446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.20849003,-0.6293457,-0.18875268,0.20849003,-0.6293457,-0.18875268,0.16941683,-0.6504746,-0.19402535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.20805109,-0.6294629,-0.18846796,0.20805109,-0.6294629,-0.18846796,0.1865427,-0.6352057,-0.1745167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.20961644,-0.6316764,-0.18702045,0.20961644,-0.6316764,-0.18702045,0.18420896,-0.64303666,-0.17807479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.2089701,-0.6319628,-0.18700352,0.2089701,-0.6319628,-0.18700352,0.1772993,-0.6459957,-0.18617484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.21079499,-0.62839645,-0.18458523,0.21079499,-0.62839645,-0.18458523,0.1857308,-0.6364442,-0.17736802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.21022902,-0.6283327,-0.18453339,0.21022902,-0.6283327,-0.18453339,0.18249664,-0.62520784,-0.1819929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.21218778,-0.6266974,-0.18577261,0.21218778,-0.6266974,-0.18577261,0.19241977,-0.6222542,-0.16912241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.21181574,-0.62647593,-0.18542178,0.21181574,-0.62647593,-0.18542178,0.19358492,-0.61562485,-0.16823202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.20923199,-0.6265605,-0.18763393,0.20923199,-0.6265605,-0.18763393,0.18453696,-0.621927,-0.17851096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.2085691,-0.6266278,-0.18764113,0.2085691,-0.6266278,-0.18764113,0.1760872,-0.6299255,-0.18799293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.2077893,-0.62648547,-0.18781614,0.2077893,-0.62648547,-0.18781614,0.16957903,-0.61951077,-0.19639058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.20515786,-0.62536806,-0.18755443,0.20515786,-0.62536806,-0.18755443,0.16196868,-0.63074946,-0.20334744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.20450333,-0.6255678,-0.18761685,0.20450333,-0.6255678,-0.18761685,0.17243046,-0.63535345,-0.1906763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.20574617,-0.6246045,-0.18425864,0.20574617,-0.6246045,-0.18425864,0.18874139,-0.6231325,-0.17216843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0.20544823,-0.6247402,-0.1839549,0.20544823,-0.6247402,-0.1839549,0.19084954,-0.6313858,-0.16907138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.20523894,-0.6252669,-0.18353185,0.20523894,-0.6252669,-0.18353185,0.19482926,-0.6267029,-0.16467811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.20474577,-0.6252054,-0.18349928,0.20474577,-0.6252054,-0.18349928,0.18058032,-0.6221953,-0.18190296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.20190269,-0.62586063,-0.18624043,0.20190269,-0.62586063,-0.18624043,0.15987158,-0.6305258,-0.20583805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.2012845,-0.6259718,-0.18636827,0.2012845,-0.6259718,-0.18636827,0.17099316,-0.63141984,-0.19263208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0.20069937,-0.6261231,-0.1864663,0.20069937,-0.6261231,-0.1864663,0.17202863,-0.63353556,-0.19126934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0.19892606,-0.6263926,-0.18798402,0.19892606,-0.6263926,-0.18798402,0.17328006,-0.6354269,-0.18966404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.1985115,-0.6263621,-0.1879151,0.1985115,-0.6263621,-0.1879151,0.1781977,-0.624866,-0.18453836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0.19778709,-0.62522775,-0.18755013,0.19778709,-0.62522775,-0.18755013,0.17503624,-0.6222208,-0.18845731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.19733827,-0.6252643,-0.18755448,0.19733827,-0.6252643,-0.18755448,0.17534511,-0.62705225,-0.18776692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.1959605,-0.6252477,-0.18776704,0.1959605,-0.6252477,-0.18776704,0.18299226,-0.62996185,-0.1785064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0.19565079,-0.625344,-0.18764146,0.19565079,-0.625344,-0.18764146,0.18047376,-0.63006043,-0.18148759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.19293839,-0.6240163,-0.18898326,0.19293839,-0.6240163,-0.18898326,0.17454033,-0.62727046,-0.19300517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.19256335,-0.62395847,-0.18908028,0.19256335,-0.62395847,-0.18908028,0.17418742,-0.62112904,-0.19383483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.19213563,-0.62413347,-0.18923123,0.19213563,-0.62413347,-0.18923123,0.17117696,-0.63271,-0.19662766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.1904148,-0.6241532,-0.1908213,0.1904148,-0.6241532,-0.1908213,0.17068838,-0.6251852,-0.1976944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.19028506,-0.62418807,-0.19073063,0.19028506,-0.62418807,-0.19073063,0.1839262,-0.62590104,-0.18628803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.18881269,-0.624505,-0.19231564,0.18881269,-0.624505,-0.19231564,0.17101675,-0.6278632,-0.20141493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.18851942,-0.6244818,-0.19242968,0.18851942,-0.6244818,-0.19242968,0.17414925,-0.6233446,-0.19801772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.18997951,-0.6219011,-0.19015238,0.18997951,-0.6219011,-0.19015238,0.18655537,-0.6199335,-0.18360493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.18973841,-0.62200457,-0.19021542,0.18973841,-0.62200457,-0.19021542,0.17792548,-0.627078,-0.1933048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.19137457,-0.62282044,-0.18944204,0.19137457,-0.62282044,-0.18944204,0.18103732,-0.63151956,-0.18502615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.19131845,-0.62276363,-0.18919156,0.19131845,-0.62276363,-0.18919156,0.1885682,-0.61997926,-0.17691877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0.19082199,-0.622929,-0.19066992,0.19082199,-0.622929,-0.19066992,0.16912796,-0.61429685,-0.20025736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0.19048704,-0.6230062,-0.19064225,0.19048704,-0.6230062,-0.19064225,0.17407574,-0.6267867,-0.18928678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.190147,-0.6231141,-0.190627,0.190147,-0.6231141,-0.190627,0.1734845,-0.62840194,-0.18987954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.18987413,-0.6246101,-0.19127095,0.18987413,-0.6246101,-0.19127095,0.16519576,-0.6290471,-0.19964024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.18964174,-0.62446547,-0.1911453,0.18964174,-0.62446547,-0.1911453,0.17825511,-0.6173769,-0.18498804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.19169371,-0.62575257,-0.18850502,0.19169371,-0.62575257,-0.18850502,0.18081352,-0.61507946,-0.18212914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.19141205,-0.6258519,-0.18843165,0.19141205,-0.6258519,-0.18843165,0.17761107,-0.63072217,-0.18483743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0.19238573,-0.6278071,-0.1870138,0.19238573,-0.6278071,-0.1870138,0.18419157,-0.63724905,-0.17658351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0.19181995,-0.62797344,-0.18728356,0.19181995,-0.62797344,-0.18728356,0.16409706,-0.63612664,-0.20050111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.19400749,-0.62765074,-0.18543166,0.19400749,-0.62765074,-0.18543166,0.1803527,-0.63329375,-0.18141244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.1936414,-0.62771326,-0.18546495,0.1936414,-0.62771326,-0.18546495,0.17570281,-0.6307745,-0.18709572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.19305232,-0.62780786,-0.18576807,0.19305232,-0.62780786,-0.18576807,0.16418688,-0.63244146,-0.2006213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0.19550453,-0.6272347,-0.18457441,0.19550453,-0.6272347,-0.18457441,0.18476754,-0.62631077,-0.17665443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.19538824,-0.6271412,-0.18430461,0.19538824,-0.6271412,-0.18430461,0.18968979,-0.6225613,-0.17108516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.19558614,-0.6297727,-0.18477815,0.19558614,-0.6297727,-0.18477815,0.18484402,-0.6315948,-0.17619506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.19520774,-0.6296976,-0.18480805,0.19520774,-0.6296976,-0.18480805,0.17666598,-0.6260133,-0.18627334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0.19532098,-0.62858814,-0.18258615,0.19532098,-0.62858814,-0.18258615,0.18141754,-0.6148281,-0.18143389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.19524494,-0.62870866,-0.18229535,0.19524494,-0.62870866,-0.18229535,0.19151828,-0.6346138,-0.1680462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.19279811,-0.6319385,-0.1840457,0.19279811,-0.6319385,-0.1840457,0.17521474,-0.6459698,-0.18669462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.1925496,-0.6319554,-0.18399325,0.1925496,-0.6319554,-0.18399325,0.18037279,-0.6327824,-0.18142305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0.19233494,-0.631861,-0.18394081,0.19233494,-0.631861,-0.18394081,0.18181604,-0.6272349,-0.18137111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.19135797,-0.63147163,-0.18352318,0.19135797,-0.63147163,-0.18352318,0.18313889,-0.6262362,-0.17986867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0.19082388,-0.63172066,-0.18378034,0.19082388,-0.63172066,-0.18378034,0.16465382,-0.6439251,-0.19638073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.18958934,-0.6318095,-0.18577343,0.18958934,-0.6318095,-0.18577343,0.17084873,-0.6218433,-0.19040853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.1892439,-0.6318242,-0.18581738,0.1892439,-0.6318242,-0.18581738,0.1723167,-0.63254654,-0.18797123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0.18858282,-0.6340292,-0.1894593,0.18858282,-0.6340292,-0.1894593,0.17133826,-0.63463694,-0.18900059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0.1883084,-0.6339239,-0.18937403,0.1883084,-0.6339239,-0.18937403,0.17486048,-0.6287655,-0.1851955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0.18626718,-0.6381504,-0.19290328,0.18626718,-0.6381504,-0.19290328,0.17292349,-0.64543897,-0.1864367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0.18600912,-0.6382491,-0.19276635,0.18600912,-0.6382491,-0.19276635,0.17336471,-0.64308697,-0.18605663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.18581048,-0.638422,-0.19256268,0.18581048,-0.638422,-0.19256268,0.17607655,-0.64689463,-0.18258359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0.18483989,-0.63948596,-0.19452897,0.18483989,-0.63948596,-0.19452897,0.17319678,-0.63022196,-0.18707599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.18442261,-0.63943285,-0.19460256,0.18442261,-0.63943285,-0.19460256,0.16397673,-0.6368312,-0.19820905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0.18273589,-0.6423461,-0.19698231,0.18273589,-0.6423461,-0.19698231,0.16093083,-0.6598846,-0.20182376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0.1823825,-0.642622,-0.19698466,0.1823825,-0.642622,-0.19698466,0.16506633,-0.65614307,-0.19710016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0.18136157,-0.6411178,-0.19990811,0.18136157,-0.6411178,-0.19990811,0.15894558,-0.647709,-0.20919715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0.18064883,-0.64119416,-0.20043844,0.18064883,-0.64119416,-0.20043844,0.14572564,-0.6449356,-0.22642496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0.18628097,-0.63807786,-0.19701675,0.18628097,-0.63807786,-0.19701675,0.1625977,-0.6450462,-0.20637263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0.18595447,-0.6380162,-0.197041,0.18595447,-0.6380162,-0.197041,0.16995697,-0.6349955,-0.19822931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.1905629,-0.63782156,-0.19837219,0.1905629,-0.63782156,-0.19837219,0.16350667,-0.63843375,-0.20568319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0.19055843,-0.63785833,-0.19787721,0.19055843,-0.63785833,-0.19787721,0.19033977,-0.63966024,-0.17362396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0.19019747,-0.6377606,-0.19779949,0.19019747,-0.6377606,-0.19779949,0.17251022,-0.63297254,-0.19399194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0.1923724,-0.6373539,-0.19815448,0.1923724,-0.6373539,-0.19815448,0.16667004,-0.62550825,-0.20138592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0.19211741,-0.63708943,-0.19791435,0.19211741,-0.63708943,-0.19791435,0.17962319,-0.6241328,-0.18614879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0.1975396,-0.6388773,-0.19436339,0.1975396,-0.6388773,-0.19436339,0.1819902,-0.6359535,-0.18253496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0.19677474,-0.63892245,-0.19465931,0.19677474,-0.63892245,-0.19465931,0.15929635,-0.64113456,-0.20915982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0.20511268,-0.6414194,-0.18800679,0.20511268,-0.6414194,-0.18800679,0.18384948,-0.64069766,-0.18000363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0.20499843,-0.6414503,-0.18744698,0.20499843,-0.6414503,-0.18744698,0.19940087,-0.64296055,-0.16001591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0.20916826,-0.64199394,-0.1853892,0.20916826,-0.64199394,-0.1853892,0.16117539,-0.6384991,-0.20573857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0.20864241,-0.64183164,-0.18528794,0.20864241,-0.64183164,-0.18528794,0.18287651,-0.6338778,-0.18032596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0.20765778,-0.64170676,-0.18574214,0.20765778,-0.64170676,-0.18574214,0.15941095,-0.6355875,-0.20799793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0.21516389,-0.6474215,-0.18414551,0.21516389,-0.6474215,-0.18414551,0.18112966,-0.65791094,-0.18083592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0.21432053,-0.64766407,-0.18427144,0.21432053,-0.64766407,-0.18427144,0.17299607,-0.6595529,-0.19044226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.22315398,-0.6501028,-0.18126465,0.22315398,-0.6501028,-0.18126465,0.1543586,-0.67174166,-0.21253523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0.22164981,-0.65058976,-0.18203974,0.22164981,-0.65058976,-0.18203974,0.14794527,-0.6744496,-0.22001894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0.24205548,-0.6510293,-0.16673623,0.24205548,-0.6510293,-0.16673623,0.18238573,-0.6672578,-0.17940786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0.24104248,-0.65110165,-0.16680442,0.24104248,-0.65110165,-0.16680442,0.19140549,-0.6546483,-0.17014556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0.26466385,-0.6524896,-0.1456117,0.26466385,-0.6524896,-0.1456117,0.19462955,-0.67419297,-0.16501683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0.26306933,-0.65310997,-0.14622,0.26306933,-0.65310997,-0.14622,0.18494068,-0.6835077,-0.17602709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0.26209083,-0.6536715,-0.14613377,0.26209083,-0.6536715,-0.14613377,0.21414545,-0.68118733,-0.14190835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0.28891686,-0.64511603,-0.12138299,0.28891686,-0.64511603,-0.12138299,0.22064836,-0.6547988,-0.1316817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0.28801218,-0.64499587,-0.12106386,0.28801218,-0.64499587,-0.12106386,0.24368262,-0.6391053,-0.10542667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0.30960974,-0.62491494,-0.094570205,0.30960974,-0.62491494,-0.094570205,0.22219847,-0.6380088,-0.1256183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0.30816802,-0.62550443,-0.094710484,0.30816802,-0.62550443,-0.094710484,0.23752324,-0.6543893,-0.10158448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0.33410338,-0.5980737,-0.057190273,0.33410338,-0.5980737,-0.057190273,0.2467338,-0.6109798,-0.09341824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0.33284402,-0.5979423,-0.057263024,0.33284402,-0.5979423,-0.057263024,0.2711365,-0.5915019,-0.06082788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0.3702432,-0.604154,-0.018765338,0.3702432,-0.604154,-0.018765338,0.3583607,-0.60499907,0.052149076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0.3717888,-0.60343814,-0.015201989,0.3717888,-0.60343814,-0.015201989,0.44752437,-0.56836355,0.15940228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0.37470654,-0.60192496,-0.009945864,0.37470654,-0.60192496,-0.009945864,0.517676,-0.52777773,0.24760453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.38891193,-0.62567014,0.015395863,0.38891193,-0.62567014,0.015395863,0.49107775,-0.54329824,0.21936393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0.39055717,-0.623854,0.019237813,0.39055717,-0.623854,0.019237813,0.47117418,-0.53486425,0.20749354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0.37614116,-0.6598005,0.058005832,0.37614116,-0.6598005,0.058005832,0.52751523,-0.5043223,0.27754182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0.37984833,-0.65908,0.06371522,0.37984833,-0.65908,0.06371522,0.5615002,-0.6237766,0.34347507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0.34039256,-0.65965927,0.12298958,0.34039256,-0.65965927,0.12298958,0.67560637,-0.51736313,0.4875611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0.34259298,-0.65604866,0.12423441,0.34259298,-0.65604866,0.12423441,0.4504154,-0.4791281,0.18523142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0.28606546,-0.63893723,0.075506724,0.28606546,-0.63893723,0.075506724,0.5134452,-0.556681,0.2953701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0.29215494,-0.6388776,0.08226629,0.29215494,-0.6388776,0.08226629,0.5905392,-0.63595665,0.4134855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0.13553928,-0.5143848,0.03911847,0.13553928,-0.5143848,0.03911847,-0.28599572,-0.41873875,-0.5905302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0.12331053,-0.5090992,0.022981422,0.12331053,-0.5090992,0.022981422,-0.4758985,-0.25010556,-0.7677347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.10967714,-0.5054753,0.0043716524,0.10967714,-0.5054753,0.0043716524,-0.55835944,-0.32790318,-0.90750796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0.03568089,-0.3943611,-0.13423209,0.03568089,-0.3943611,-0.13423209,-0.60903263,-0.2798484,-0.99600387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.024852356,-0.39245895,-0.1490526,0.024852356,-0.39245895,-0.1490526,-0.50574654,-0.29925305,-0.8752584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0.12919389,-0.22705641,-0.3216913,0.12919389,-0.22705641,-0.3216913,-0.31412908,-0.37503916,-0.7753706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.12349883,-0.22876851,-0.32861346,0.12349883,-0.22876851,-0.32861346,-0.15555848,-0.31266195,-0.6677994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0.36524343,-0.10270004,-0.31331304,0.36524343,-0.10270004,-0.31331304,0.07971444,-0.13322648,-0.4241111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0.36458862,-0.10205333,-0.31109467,0.36458862,-0.10205333,-0.31109467,0.33250168,-0.07036447,-0.2023943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0.6390312,-0.36272073,-0.3883889,0.6390312,-0.36272073,-0.3883889,0.6280962,-0.026674956,0.07206012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0.6417208,-0.35461664,-0.37744194,0.6417208,-0.35461664,-0.37744194,0.77350986,0.042483274,0.15896088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0.6460948,-0.34517872,-0.36613825,0.6460948,-0.34517872,-0.36613825,0.8604277,0.117279105,0.18774137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0.6581967,-0.65483314,-0.22632222,0.6581967,-0.65483314,-0.22632222,1.009071,0.23293877,0.24352899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0.6670666,-0.6359351,-0.20781091,0.6670666,-0.6359351,-0.20781091,1.1016912,0.29006797,0.6992433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.28264403,-0.96433085,-0.31888214,0.28264403,-0.96433085,-0.31888214,0.81511396,-0.2130962,2.1461513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0.2589379,-0.94898504,-0.3463544,0.2589379,-0.94898504,-0.3463544,-0.9026638,-0.19703475,-1.6924961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,-0.11426988,-0.84429383,-0.45862797,-0.11426988,-0.84429383,-0.45862797,-0.82347673,-0.36343914,-1.59656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,-0.13509855,-0.8496395,-0.4889188,-0.13509855,-0.8496395,-0.4889188,-1.1557045,-1.1115777,-1.973173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
